ticket_id,account_id,created_at,priority,category,resolved_hours
T02822,A0776,2024-01-25,P2,access,62.5
T02823,A0776,2024-06-08,P2,how_to,29.5
T02824,A0776,2024-01-30,P2,billing,16.6
T02825,A0778,2024-01-28,P2,bug,44.7
T02826,A0778,2024-06-06,P1,how_to,52.2
T02827,A0778,2024-06-19,P1,billing,42.4
T02828,A0778,2024-01-04,P1,bug,11.0
T02829,A0778,2024-03-02,P2,access,30.8
T02830,A0779,2024-01-02,P2,bug,48.9
T02831,A0780,2024-01-09,P1,bug,11.2
T02832,A0780,2024-02-04,P3,outage,57.1
T02833,A0781,2024-05-06,P2,how_to,8.5
T02834,A0782,2024-05-31,P1,bug,36.1
T02835,A0782,2024-03-04,P1,bug,57.6
T02836,A0782,2024-03-05,P3,access,20.6
T02837,A0782,2024-03-04,P2,how_to,46.1
T02838,A0784,2024-02-16,P2,outage,35.9
T02839,A0784,2024-06-13,P2,bug,40.5
T02840,A0784,2024-03-02,P1,bug,21.7
T02841,A0785,2024-06-12,P2,billing,12.3
T02842,A0785,2024-04-21,P2,billing,66.7
T02843,A0785,2024-05-12,P1,billing,5.8
T02844,A0785,2024-02-06,P2,how_to,8.8
T02845,A0785,2024-04-12,P3,bug,8.5
T02846,A0785,2024-02-14,P2,billing,60.5
T02847,A0785,2024-01-18,P1,access,53.4
T02848,A0786,2024-04-06,P1,access,37.6
T02849,A0786,2024-04-29,P1,bug,15.0
T02850,A0786,2024-02-05,P1,outage,19.0
T02851,A0786,2024-04-16,P2,bug,64.9
T02852,A0786,2024-03-02,P2,bug,47.5
T02853,A0787,2024-02-24,P1,how_to,23.8
T02854,A0788,2024-06-16,P3,how_to,60.0
T02855,A0789,2024-02-24,P1,outage,31.2
T02856,A0789,2024-01-25,P3,outage,41.4
T02857,A0789,2024-01-22,P3,how_to,55.7
T02858,A0789,2024-04-20,P1,how_to,60.5
T02859,A0789,2024-02-28,P3,outage,45.6
T02860,A0789,2024-06-08,P3,how_to,
T02861,A0789,2024-04-05,P1,access,30.5
T02862,A0790,2024-02-11,P2,outage,
T02863,A0791,2024-02-18,P3,bug,
T02864,A0792,2024-04-20,P3,bug,11.1
T02865,A0792,2024-04-17,P2,billing,58.1
T02866,A0792,2024-01-29,P2,how_to,6.2
T02867,A0793,2024-04-04,P1,billing,25.7
T02868,A0793,2024-03-06,P3,billing,27.8
T02869,A0793,2024-03-20,P3,billing,56.8
T02870,A0794,2024-01-07,P1,billing,71.2
T02871,A0794,2024-03-24,P1,access,5.3
T02872,A0794,2024-01-12,P1,outage,47.2
T02873,A0794,2024-02-04,P2,billing,51.6
T02874,A0794,2024-06-09,P3,billing,9.4
T02875,A0795,2024-05-23,P3,billing,71.0
T02876,A0795,2024-05-13,P3,billing,26.7
T02877,A0795,2024-03-04,P2,bug,58.4
T02878,A0795,2024-04-04,P3,access,33.9
T02879,A0795,2024-05-14,P2,bug,17.9
T02880,A0795,2024-02-21,P1,outage,22.2
T02881,A0795,2024-05-06,P1,billing,52.1
T02882,A0796,2024-03-23,P1,how_to,41.3
T02883,A0797,2024-02-02,P3,bug,39.9
T02884,A0798,2024-04-29,P2,outage,29.7
T02885,A0798,2024-02-29,P2,how_to,57.4
T02886,A0800,2024-03-26,P3,billing,55.2
T02887,A0800,2024-04-25,P3,access,16.7
T02888,A0800,2024-05-02,P1,access,66.9
T02889,A0800,2024-06-01,P3,access,12.8
T02890,A0801,2024-04-13,P3,outage,8.3
T02891,A0801,2024-06-05,P3,outage,62.9
T02892,A0801,2024-06-16,P1,outage,27.7
T02893,A0803,2024-05-07,P1,billing,11.0
T02894,A0803,2024-01-07,P3,access,19.1
T02895,A0803,2024-02-06,P1,access,25.8
T02896,A0803,2024-04-29,P3,how_to,49.8
T02897,A0803,2024-05-28,P2,access,7.3
T02898,A0803,2024-01-14,P1,outage,33.2
T02899,A0804,2024-02-26,P3,access,61.5
T02900,A0804,2024-04-04,P3,outage,6.5
T02901,A0804,2024-05-27,P3,access,19.7
T02902,A0805,2024-03-04,P2,access,
T02903,A0805,2024-05-05,P3,access,58.6
T02904,A0806,2024-01-28,P3,bug,19.5
T02905,A0806,2024-04-24,P1,how_to,61.2
T02906,A0806,2024-05-05,P3,how_to,
T02907,A0806,2024-05-08,P1,access,17.1
T02908,A0807,2024-02-13,P3,bug,47.1
T02909,A0807,2024-04-25,P1,how_to,33.6
T02910,A0807,2024-06-28,P2,bug,9.1
T02911,A0807,2024-01-16,P3,access,4.4
T02912,A0807,2024-03-23,P1,how_to,39.6
T02913,A0807,2024-06-06,P3,billing,3.9
T02914,A0807,2024-01-02,P2,outage,4.8
T02915,A0807,2024-03-21,P1,billing,46.8
T02916,A0808,2024-04-01,P3,bug,42.9
T02917,A0808,2024-02-27,P1,access,61.3
T02918,A0808,2024-04-25,P2,bug,
T02919,A0808,2024-05-24,P2,access,60.8
T02920,A0808,2024-01-03,P3,billing,12.2
T02921,A0809,2024-01-06,P1,bug,6.0
T02922,A0809,2024-03-11,P1,how_to,70.2
T02923,A0809,2024-03-09,P1,billing,35.4
T02924,A0810,2024-06-16,P1,outage,39.9
T02925,A0810,2024-05-17,P3,billing,11.2
T02926,A0811,2024-05-31,P1,outage,
T02927,A0811,2024-01-24,P1,how_to,26.8
T02928,A0811,2024-01-06,P2,bug,
T02929,A0811,2024-02-23,P2,access,64.0
T02930,A0811,2024-06-04,P2,outage,43.0
T02931,A0812,2024-02-19,P3,access,69.7
T02932,A0813,2024-05-28,P3,how_to,62.9
T02933,A0814,2024-02-12,P2,outage,63.0
T02934,A0814,2024-01-26,P3,outage,39.0
T02935,A0814,2024-04-07,P3,access,37.8
T02936,A0815,2024-01-09,P2,access,49.9
T02937,A0815,2024-03-21,P2,bug,44.1
T02938,A0815,2024-03-17,P1,billing,2.2
T02939,A0816,2024-05-17,P3,billing,69.2
T02940,A0816,2024-02-03,P3,access,25.2
T02941,A0816,2024-03-20,P2,bug,64.5
T02942,A0816,2024-06-18,P1,billing,28.2
T02943,A0816,2024-05-16,P2,access,56.5
T02944,A0816,2024-05-31,P1,bug,65.3
T02945,A0817,2024-06-14,P1,how_to,13.8
T02946,A0817,2024-04-03,P1,access,19.4
T02947,A0817,2024-02-22,P3,access,19.0
T02948,A0819,2024-01-28,P1,billing,32.0
T02949,A0819,2024-06-19,P1,outage,58.1
T02950,A0819,2024-04-02,P2,outage,35.4
T02951,A0819,2024-04-03,P2,access,41.8
T02952,A0820,2024-02-09,P2,how_to,42.5
T02953,A0820,2024-02-10,P2,bug,38.8
T02954,A0821,2024-01-31,P2,billing,19.2
T02955,A0821,2024-05-28,P1,bug,34.2
T02956,A0822,2024-03-05,P3,bug,51.3
T02957,A0822,2024-06-18,P3,bug,71.3
T02958,A0822,2024-01-06,P1,outage,36.8
T02959,A0823,2024-04-12,P1,bug,4.4
T02960,A0823,2024-04-16,P1,outage,30.0
T02961,A0823,2024-06-24,P2,bug,4.1
T02962,A0823,2024-03-21,P1,outage,30.8
T02963,A0823,2024-04-11,P2,how_to,
T02964,A0824,2024-02-06,P3,outage,44.2
T02965,A0825,2024-02-15,P2,outage,34.8
T02966,A0827,2024-03-09,P2,billing,57.7
T02967,A0827,2024-05-30,P3,how_to,
T02968,A0827,2024-04-14,P2,outage,49.4
T02969,A0827,2024-03-18,P1,bug,53.0
T02970,A0828,2024-01-19,P3,billing,58.1
T02971,A0828,2024-06-19,P2,billing,35.7
T02972,A0828,2024-05-20,P2,billing,9.4
T02973,A0830,2024-05-02,P1,access,35.2
T02974,A0830,2024-01-15,P3,access,1.1
T02975,A0830,2024-06-07,P2,outage,
T02976,A0832,2024-05-09,P3,bug,29.1
T02977,A0832,2024-02-15,P3,access,14.0
T02978,A0833,2024-02-26,P3,bug,
T02979,A0833,2024-01-31,P2,outage,26.1
T02980,A0834,2024-01-24,P3,outage,63.6
T02981,A0834,2024-02-13,P3,how_to,26.2
T02982,A0835,2024-03-26,P1,billing,3.6
T02983,A0835,2024-02-19,P3,outage,5.3
T02984,A0836,2024-01-21,P1,bug,24.1
T02985,A0836,2024-06-23,P1,billing,49.4
T02986,A0836,2024-06-07,P2,access,45.9
T02987,A0837,2024-01-04,P1,bug,35.5
T02988,A0837,2024-01-27,P2,access,26.7
T02989,A0837,2024-06-01,P2,outage,30.1
T02990,A0837,2024-03-09,P1,access,10.6
T02991,A0837,2024-02-13,P3,billing,17.6
T02992,A0838,2024-02-22,P3,how_to,10.6
T02993,A0838,2024-03-18,P3,billing,37.3
T02994,A0838,2024-05-09,P1,bug,13.1
T02995,A0838,2024-05-08,P1,how_to,59.8
T02996,A0839,2024-02-04,P3,how_to,67.7
T02997,A0840,2024-02-29,P2,bug,1.7
T02998,A0840,2024-01-07,P3,bug,13.5
T02999,A0840,2024-02-08,P2,bug,63.2
T03000,A0840,2024-01-24,P2,how_to,55.7
T03001,A0840,2024-02-09,P1,how_to,29.9
T03002,A0841,2024-01-23,P3,billing,42.6
T03003,A0841,2024-04-20,P1,how_to,13.8
T03004,A0841,2024-01-17,P3,outage,
T03005,A0842,2024-04-24,P3,access,60.1
T03006,A0843,2024-01-08,P3,how_to,14.3
T03007,A0843,2024-03-21,P2,how_to,69.8
T03008,A0844,2024-04-09,P3,billing,35.6
T03009,A0844,2024-03-23,P3,bug,36.4
T03010,A0845,2024-06-10,P1,bug,69.9
T03011,A0845,2024-06-25,P2,bug,
T03012,A0846,2024-02-20,P2,bug,27.3
T03013,A0846,2024-02-14,P2,access,2.8
T03014,A0846,2024-05-16,P1,bug,9.6
T03015,A0847,2024-02-25,P2,bug,67.9
T03016,A0848,2024-02-17,P1,bug,8.4
T03017,A0848,2024-03-18,P3,billing,
T03018,A0849,2024-04-23,P1,outage,7.3
T03019,A0849,2024-04-29,P3,access,15.8
T03020,A0849,2024-02-28,P2,bug,52.3
T03021,A0849,2024-05-14,P2,outage,13.4
T03022,A0849,2024-03-08,P3,billing,42.7
T03023,A0849,2024-02-21,P2,billing,37.9
T03024,A0850,2024-03-29,P2,how_to,57.2
T03025,A0850,2024-01-05,P2,access,32.1
T03026,A0850,2024-06-18,P2,how_to,59.2
T03027,A0850,2024-04-07,P3,access,60.4
T03028,A0850,2024-06-20,P1,how_to,34.1
T03029,A0851,2024-02-27,P1,billing,3.8
T03030,A0851,2024-04-24,P3,billing,60.5
T03031,A0851,2024-06-02,P1,billing,48.7
T03032,A0851,2024-04-22,P1,access,57.6
T03033,A0852,2024-06-27,P3,outage,22.9
T03034,A0852,2024-01-03,P3,access,17.6
T03035,A0852,2024-06-10,P3,access,64.8
T03036,A0853,2024-06-16,P1,access,51.2
T03037,A0853,2024-06-17,P3,how_to,3.1
T03038,A0854,2024-06-03,P1,how_to,13.9
T03039,A0854,2024-02-21,P1,access,7.9
T03040,A0854,2024-01-07,P2,access,61.7
T03041,A0854,2024-06-09,P2,how_to,52.6
T03042,A0855,2024-06-26,P2,bug,32.1
T03043,A0855,2024-03-29,P2,outage,24.3
T03044,A0855,2024-02-01,P3,outage,49.9
T03045,A0855,2024-02-08,P1,access,45.4
T03046,A0855,2024-03-12,P1,billing,39.6
T03047,A0855,2024-01-11,P3,access,
T03048,A0856,2024-06-12,P1,bug,42.0
T03049,A0856,2024-04-23,P2,bug,41.5
T03050,A0857,2024-04-25,P3,billing,43.1
T03051,A0857,2024-02-24,P1,billing,30.5
T03052,A0858,2024-05-20,P1,access,32.7
T03053,A0858,2024-05-13,P1,access,71.9
T03054,A0858,2024-01-29,P1,billing,9.8
T03055,A0859,2024-02-02,P1,access,71.1
T03056,A0860,2024-01-24,P1,how_to,
T03057,A0860,2024-04-20,P2,billing,40.1
T03058,A0860,2024-03-22,P3,billing,58.2
T03059,A0860,2024-01-24,P2,bug,5.1
T03060,A0860,2024-05-16,P1,outage,33.4
T03061,A0860,2024-06-24,P1,access,1.4
T03062,A0860,2024-06-19,P1,outage,29.4
T03063,A0860,2024-04-20,P1,how_to,67.8
T03064,A0861,2024-01-12,P1,how_to,11.5
T03065,A0861,2024-05-13,P3,access,8.2
T03066,A0861,2024-02-11,P3,bug,64.2
T03067,A0862,2024-06-27,P2,outage,57.1
T03068,A0862,2024-01-11,P3,bug,49.1
T03069,A0862,2024-02-11,P2,billing,18.1
T03070,A0862,2024-06-11,P2,bug,3.6
T03071,A0862,2024-04-22,P1,access,
T03072,A0862,2024-01-06,P1,bug,38.7
T03073,A0863,2024-06-13,P2,billing,38.0
T03074,A0863,2024-05-03,P3,billing,51.0
T03075,A0863,2024-06-04,P1,outage,43.0
T03076,A0863,2024-02-21,P1,billing,24.2
T03077,A0863,2024-03-14,P1,bug,31.7
T03078,A0864,2024-01-23,P2,access,39.1
T03079,A0864,2024-03-02,P1,outage,8.9
T03080,A0864,2024-05-02,P1,outage,29.3
T03081,A0864,2024-05-21,P1,access,66.1
T03082,A0864,2024-05-31,P1,how_to,34.3
T03083,A0864,2024-02-28,P2,bug,
T03084,A0865,2024-04-14,P3,outage,55.8
T03085,A0865,2024-05-18,P3,bug,46.6
T03086,A0866,2024-05-25,P3,billing,25.1
T03087,A0866,2024-01-22,P2,billing,22.8
T03088,A0866,2024-01-04,P3,billing,28.7
T03089,A0866,2024-02-08,P1,billing,15.9
T03090,A0866,2024-02-24,P3,bug,71.9
T03091,A0866,2024-02-24,P1,access,46.1
T03092,A0866,2024-03-02,P3,bug,32.9
T03093,A0866,2024-06-26,P3,billing,10.6
T03094,A0867,2024-04-11,P3,how_to,57.3
T03095,A0867,2024-06-10,P3,how_to,65.2
T03096,A0868,2024-04-10,P3,access,
T03097,A0869,2024-05-08,P3,access,67.9
T03098,A0869,2024-04-11,P1,bug,61.5
T03099,A0869,2024-04-08,P2,bug,4.5
T03100,A0869,2024-05-01,P2,access,4.4
T03101,A0869,2024-01-19,P2,access,57.7
T03102,A0869,2024-06-14,P1,access,19.3
T03103,A0869,2024-01-14,P1,billing,5.5
T03104,A0870,2024-05-15,P1,access,42.5
T03105,A0870,2024-04-14,P2,billing,32.9
T03106,A0870,2024-04-30,P3,bug,67.3
T03107,A0870,2024-01-28,P2,outage,18.8
T03108,A0870,2024-04-10,P1,bug,4.9
T03109,A0870,2024-02-02,P3,billing,56.2
T03110,A0871,2024-06-17,P2,bug,
T03111,A0871,2024-06-12,P1,billing,57.7
T03112,A0872,2024-03-03,P2,bug,3.4
T03113,A0872,2024-01-07,P3,billing,35.2
T03114,A0873,2024-02-02,P2,outage,2.8
T03115,A0874,2024-05-29,P1,bug,8.7
T03116,A0874,2024-03-07,P1,bug,21.9
T03117,A0874,2024-03-02,P2,outage,58.8
T03118,A0874,2024-02-24,P3,billing,52.2
T03119,A0874,2024-03-19,P2,billing,34.4
T03120,A0874,2024-04-20,P1,how_to,66.3
T03121,A0874,2024-03-11,P1,outage,47.8
T03122,A0874,2024-02-21,P1,access,57.6
T03123,A0874,2024-02-21,P2,access,45.3
T03124,A0875,2024-03-25,P1,bug,29.1
T03125,A0875,2024-02-23,P1,billing,32.0
T03126,A0875,2024-03-29,P1,access,39.4
T03127,A0876,2024-04-27,P2,how_to,54.6
T03128,A0876,2024-04-28,P2,outage,35.4
T03129,A0876,2024-03-16,P1,access,12.1
T03130,A0876,2024-03-05,P2,access,13.4
T03131,A0876,2024-01-30,P1,access,33.0
T03132,A0876,2024-02-23,P3,access,7.8
T03133,A0876,2024-05-15,P2,access,41.4
T03134,A0876,2024-06-07,P2,bug,14.4
T03135,A0876,2024-06-23,P1,bug,9.6
T03136,A0877,2024-05-17,P3,how_to,10.8
T03137,A0877,2024-01-03,P1,access,29.6
T03138,A0877,2024-06-22,P2,how_to,3.9
T03139,A0878,2024-03-25,P1,outage,29.3
T03140,A0878,2024-03-18,P2,access,62.7
T03141,A0878,2024-05-18,P2,bug,20.7
T03142,A0878,2024-02-27,P1,how_to,7.0
T03143,A0878,2024-03-10,P1,billing,
T03144,A0878,2024-05-01,P2,access,44.8
T03145,A0879,2024-04-01,P2,how_to,
T03146,A0880,2024-02-15,P2,bug,33.8
T03147,A0880,2024-03-02,P2,how_to,59.7
T03148,A0881,2024-01-08,P2,outage,26.0
T03149,A0881,2024-01-09,P3,billing,59.4
T03150,A0881,2024-05-19,P3,outage,24.3
T03151,A0882,2024-04-15,P3,outage,69.4
T03152,A0882,2024-01-17,P1,access,39.8
T03153,A0882,2024-04-01,P3,billing,61.8
T03154,A0882,2024-04-05,P2,bug,56.0
T03155,A0882,2024-05-31,P1,how_to,
T03156,A0883,2024-01-02,P2,outage,3.7
T03157,A0883,2024-04-23,P3,bug,4.1
T03158,A0883,2024-03-22,P3,billing,66.7
T03159,A0883,2024-04-02,P2,outage,58.8
T03160,A0883,2024-05-10,P1,bug,59.5
T03161,A0883,2024-05-13,P2,how_to,18.2
T03162,A0884,2024-01-16,P3,access,68.2
T03163,A0884,2024-01-14,P1,billing,47.0
T03164,A0885,2024-06-09,P2,billing,27.8
T03165,A0885,2024-05-07,P1,outage,12.3
T03166,A0885,2024-02-28,P2,outage,7.7
T03167,A0885,2024-01-12,P1,access,14.8
T03168,A0885,2024-02-20,P1,access,66.0
T03169,A0885,2024-06-04,P2,bug,31.4
T03170,A0886,2024-06-09,P3,access,34.4
T03171,A0886,2024-02-28,P3,outage,
T03172,A0887,2024-05-25,P1,how_to,54.7
T03173,A0887,2024-04-10,P1,billing,13.1
T03174,A0887,2024-04-05,P1,outage,26.7
T03175,A0887,2024-06-20,P1,access,2.3
T03176,A0888,2024-03-12,P3,bug,68.0
T03177,A0889,2024-01-25,P3,billing,69.0
T03178,A0889,2024-06-08,P2,access,49.2
T03179,A0890,2024-04-04,P1,how_to,39.0
T03180,A0890,2024-03-10,P2,outage,20.1
T03181,A0890,2024-03-26,P3,how_to,60.2
T03182,A0891,2024-06-12,P3,how_to,22.7
T03183,A0891,2024-04-24,P2,outage,64.1
T03184,A0891,2024-01-13,P3,access,69.4
T03185,A0892,2024-03-04,P2,access,15.7
T03186,A0892,2024-06-04,P3,outage,18.3
T03187,A0892,2024-01-09,P2,outage,
T03188,A0892,2024-02-02,P3,access,17.1
T03189,A0892,2024-06-02,P1,outage,13.4
T03190,A0893,2024-03-18,P1,bug,23.6
T03191,A0893,2024-06-16,P2,billing,55.5
T03192,A0894,2024-04-12,P3,outage,44.7
T03193,A0895,2024-01-24,P1,outage,29.2
T03194,A0895,2024-06-04,P2,access,70.8
T03195,A0896,2024-03-06,P3,billing,52.4
T03196,A0896,2024-04-24,P1,access,38.0
T03197,A0897,2024-01-20,P2,bug,21.1
T03198,A0897,2024-02-18,P1,outage,53.2
T03199,A0897,2024-03-17,P3,bug,29.3
T03200,A0897,2024-04-22,P3,bug,52.9
T03201,A0897,2024-05-25,P3,bug,
T03202,A0897,2024-01-25,P3,billing,35.9
T03203,A0897,2024-05-26,P2,how_to,34.7
T03204,A0897,2024-06-20,P2,outage,15.6
T03205,A0898,2024-02-08,P3,billing,33.4
T03206,A0898,2024-06-05,P2,outage,
T03207,A0899,2024-02-17,P3,bug,54.7
T03208,A0899,2024-02-21,P3,outage,60.5
T03209,A0900,2024-03-06,P2,billing,46.2
T03210,A0900,2024-04-15,P2,billing,1.4
T03211,A0900,2024-04-11,P2,outage,45.7
T03212,A0900,2024-01-07,P1,billing,42.9
T03213,A0901,2024-05-04,P1,billing,10.0
T03214,A0901,2024-03-12,P1,outage,34.5
T03215,A0901,2024-01-28,P2,access,39.0
T03216,A0901,2024-06-01,P2,billing,56.5
T03217,A0901,2024-06-07,P3,bug,58.1
T03218,A0901,2024-04-28,P2,outage,42.0
T03219,A0902,2024-04-17,P3,access,24.8
T03220,A0903,2024-04-25,P2,billing,57.7
T03221,A0903,2024-06-26,P3,access,7.0
T03222,A0903,2024-03-01,P3,billing,13.7
T03223,A0903,2024-02-08,P3,outage,12.5
T03224,A0904,2024-01-24,P2,outage,5.3
T03225,A0904,2024-01-02,P3,bug,6.9
T03226,A0904,2024-01-08,P3,bug,8.1
T03227,A0905,2024-03-13,P3,outage,66.0
T03228,A0905,2024-04-09,P3,billing,26.4
T03229,A0905,2024-05-06,P1,bug,66.2
T03230,A0905,2024-02-26,P2,access,27.0
T03231,A0905,2024-06-13,P2,access,4.0
T03232,A0905,2024-02-20,P3,billing,55.4
T03233,A0905,2024-04-19,P1,access,22.3
T03234,A0905,2024-04-13,P1,billing,70.0
T03235,A0905,2024-02-07,P2,how_to,
T03236,A0905,2024-03-07,P2,billing,41.5
T03237,A0905,2024-03-10,P1,bug,60.8
T03238,A0906,2024-03-04,P3,billing,69.1
T03239,A0907,2024-03-15,P2,bug,39.4
T03240,A0907,2024-01-18,P1,how_to,53.2
T03241,A0907,2024-03-04,P2,billing,65.4
T03242,A0907,2024-02-11,P3,bug,47.4
T03243,A0907,2024-05-24,P2,billing,11.7
T03244,A0907,2024-02-07,P3,how_to,59.3
T03245,A0908,2024-03-16,P3,access,31.4
T03246,A0908,2024-05-10,P1,outage,48.5
T03247,A0909,2024-04-05,P2,billing,55.9
T03248,A0909,2024-01-05,P2,access,65.3
T03249,A0909,2024-05-13,P2,access,37.2
T03250,A0909,2024-04-23,P2,access,50.5
T03251,A0910,2024-01-03,P3,outage,20.9
T03252,A0910,2024-03-24,P2,billing,1.9
T03253,A0910,2024-02-14,P1,bug,
T03254,A0910,2024-01-30,P3,access,23.4
T03255,A0911,2024-06-16,P3,outage,9.6
T03256,A0911,2024-03-01,P3,billing,16.8
T03257,A0911,2024-03-31,P2,how_to,58.5
T03258,A0911,2024-03-29,P3,billing,70.3
T03259,A0912,2024-02-27,P1,access,13.6
T03260,A0912,2024-05-04,P3,access,10.5
T03261,A0912,2024-04-25,P1,bug,
T03262,A0912,2024-02-20,P3,billing,32.1
T03263,A0912,2024-03-05,P1,billing,
T03264,A0912,2024-02-11,P1,bug,7.5
T03265,A0912,2024-05-01,P2,how_to,23.2
T03266,A0913,2024-03-16,P2,bug,43.6
T03267,A0914,2024-05-16,P3,how_to,4.3
T03268,A0914,2024-02-26,P1,outage,32.6
T03269,A0914,2024-03-27,P1,bug,48.7
T03270,A0914,2024-04-13,P2,billing,15.2
T03271,A0914,2024-02-23,P2,billing,46.2
T03272,A0914,2024-03-25,P1,billing,35.9
T03273,A0914,2024-03-15,P1,outage,11.4
T03274,A0914,2024-05-09,P2,how_to,1.2
T03275,A0915,2024-01-06,P1,bug,48.7
T03276,A0915,2024-04-15,P3,bug,19.8
T03277,A0915,2024-03-21,P1,bug,
T03278,A0915,2024-06-13,P1,access,21.6
T03279,A0915,2024-04-16,P3,how_to,63.2
T03280,A0916,2024-01-11,P2,how_to,7.6
T03281,A0916,2024-02-23,P3,outage,27.0
T03282,A0916,2024-01-10,P3,how_to,17.1
T03283,A0916,2024-03-29,P3,billing,61.5
T03284,A0917,2024-06-26,P1,bug,65.4
T03285,A0917,2024-04-16,P3,access,63.9
T03286,A0917,2024-01-07,P1,access,48.3
T03287,A0917,2024-04-21,P1,access,13.1
T03288,A0917,2024-03-28,P1,access,44.6
T03289,A0917,2024-04-29,P3,access,24.0
T03290,A0917,2024-02-25,P1,outage,69.4
T03291,A0917,2024-02-11,P3,how_to,32.5
T03292,A0918,2024-02-12,P1,access,43.1
T03293,A0918,2024-06-02,P1,outage,31.0
T03294,A0918,2024-05-01,P1,bug,52.7
T03295,A0918,2024-02-09,P2,access,46.2
T03296,A0918,2024-06-13,P3,access,51.8
T03297,A0918,2024-05-07,P2,how_to,41.5
T03298,A0918,2024-06-05,P1,bug,18.3
T03299,A0919,2024-04-25,P2,outage,22.9
T03300,A0919,2024-02-18,P2,outage,30.0
T03301,A0919,2024-01-15,P2,access,49.8
T03302,A0919,2024-02-18,P2,how_to,
T03303,A0920,2024-03-18,P3,outage,67.8
T03304,A0920,2024-06-09,P2,bug,62.5
T03305,A0921,2024-01-13,P2,bug,30.8
T03306,A0923,2024-01-11,P1,billing,54.4
T03307,A0923,2024-05-10,P2,bug,51.1
T03308,A0923,2024-01-16,P1,access,71.5
T03309,A0924,2024-01-01,P3,access,51.3
T03310,A0924,2024-04-16,P1,bug,
T03311,A0924,2024-03-03,P3,outage,44.8
T03312,A0925,2024-02-11,P1,bug,44.1
T03313,A0925,2024-06-15,P3,billing,43.3
T03314,A0925,2024-01-16,P2,bug,3.1
T03315,A0925,2024-04-24,P1,outage,22.6
T03316,A0925,2024-04-04,P1,how_to,58.5
T03317,A0925,2024-03-17,P2,access,50.1
T03318,A0925,2024-04-08,P1,outage,28.6
T03319,A0926,2024-04-19,P2,billing,71.2
T03320,A0926,2024-05-28,P2,access,28.3
T03321,A0926,2024-05-15,P2,access,1.8
T03322,A0926,2024-05-04,P3,access,3.6
T03323,A0926,2024-04-18,P1,bug,63.0
T03324,A0926,2024-04-24,P2,bug,41.2
T03325,A0926,2024-01-09,P2,how_to,18.6
T03326,A0927,2024-05-14,P1,billing,
T03327,A0927,2024-03-24,P3,bug,23.1
T03328,A0927,2024-04-23,P1,outage,62.7
T03329,A0927,2024-01-04,P1,bug,67.0
T03330,A0927,2024-01-21,P1,outage,36.7
T03331,A0927,2024-02-20,P1,outage,63.3
T03332,A0927,2024-02-07,P3,how_to,70.3
T03333,A0927,2024-06-03,P1,bug,8.6
T03334,A0927,2024-01-21,P2,how_to,12.5
T03335,A0927,2024-04-30,P1,access,6.7
T03336,A0928,2024-02-04,P2,bug,4.4
T03337,A0928,2024-05-23,P3,how_to,49.4
T03338,A0929,2024-01-13,P1,how_to,58.6
T03339,A0929,2024-03-05,P1,bug,
T03340,A0929,2024-03-29,P2,outage,61.2
T03341,A0929,2024-03-22,P2,outage,57.3
T03342,A0929,2024-03-05,P1,outage,55.0
T03343,A0930,2024-06-07,P3,how_to,25.7
T03344,A0930,2024-04-01,P3,bug,45.2
T03345,A0930,2024-01-20,P2,access,
T03346,A0930,2024-02-07,P3,how_to,59.4
T03347,A0930,2024-04-14,P3,access,57.2
T03348,A0930,2024-03-24,P2,access,47.7
T03349,A0931,2024-01-01,P2,billing,24.9
T03350,A0931,2024-01-31,P1,billing,57.1
T03351,A0931,2024-05-20,P2,how_to,
T03352,A0931,2024-05-11,P3,how_to,20.3
T03353,A0931,2024-02-17,P2,billing,21.7
T03354,A0932,2024-03-19,P3,outage,25.7
T03355,A0932,2024-03-31,P1,bug,58.0
T03356,A0933,2024-03-07,P3,billing,14.1
T03357,A0933,2024-02-05,P3,outage,3.0
T03358,A0934,2024-04-26,P1,how_to,52.2
T03359,A0935,2024-01-25,P2,how_to,12.0
T03360,A0935,2024-02-16,P2,outage,50.2
T03361,A0935,2024-01-25,P3,outage,28.1
T03362,A0935,2024-06-24,P2,access,30.5
T03363,A0935,2024-05-29,P2,access,
T03364,A0936,2024-06-07,P3,access,27.1
T03365,A0936,2024-04-10,P3,bug,
T03366,A0937,2024-04-19,P1,billing,46.5
T03367,A0937,2024-01-21,P2,how_to,58.0
T03368,A0937,2024-05-24,P3,bug,
T03369,A0937,2024-03-05,P2,bug,66.7
T03370,A0937,2024-03-08,P1,billing,52.0
T03371,A0937,2024-05-06,P2,billing,37.2
T03372,A0938,2024-05-18,P3,access,55.4
T03373,A0938,2024-06-21,P3,billing,40.6
T03374,A0938,2024-05-16,P2,billing,29.7
T03375,A0939,2024-03-22,P3,bug,12.2
T03376,A0939,2024-03-07,P3,how_to,
T03377,A0939,2024-05-12,P1,bug,61.0
T03378,A0939,2024-03-11,P2,bug,53.9
T03379,A0940,2024-06-18,P1,bug,9.7
T03380,A0940,2024-05-29,P3,bug,18.3
T03381,A0941,2024-05-18,P1,bug,23.3
T03382,A0941,2024-05-24,P3,access,48.0
T03383,A0941,2024-03-28,P1,access,66.6
T03384,A0941,2024-06-11,P3,access,30.9
T03385,A9999,2024-05-26,P3,bug,54.0
T03386,A0944,2024-02-15,P2,billing,31.6
